genome	genome_accession	source	protein_type	domains	domain_combination_type	count_raw	count_normalized_by_genome_size	count_normalized_by_total_proteins
GCF_000013725.1	GCF_000013725	mistdb	hk	hole	domain_comb	3	1.1650340655960781e-06	0.0011467889908256881
GCF_000013725.1	GCF_000013725	mistdb	hk	dCache_1	domain_comb	1	3.88344688532026e-07	0.00038226299694189603
GCF_000013725.1	GCF_000013725	mistdb	hk	PAS	domain_comb	1	3.88344688532026e-07	0.00038226299694189603
GCF_000013725.1	GCF_000013725	mistdb	hk	GAF_3,PAS_3	domain_comb	1	3.88344688532026e-07	0.00038226299694189603
GCF_000013725.1	GCF_000013725	mistdb	hk	GAF_2,PAS	domain_comb	2	7.76689377064052e-07	0.0007645259938837921
GCF_000013725.1	GCF_000013725	mistdb	hk	PAS,PAS_9,hole	domain_comb	1	3.88344688532026e-07	0.00038226299694189603
GCF_000013725.1	GCF_000013725	mistdb	hk	GAF,PAS,PAS_9,hole	domain_comb	1	3.88344688532026e-07	0.00038226299694189603
GCF_000013725.1	GCF_000013725	mistdb	hk	dCache_1,hole	domain_comb	2	7.76689377064052e-07	0.0007645259938837921
GCF_000014945.1	GCF_000014945	mistdb	hk	PAS_4	domain_comb	1	5.320646075411645e-07	0.0005524861878453039
GCF_000014945.1	GCF_000014945	mistdb	hk	PAS_4,hole	domain_comb	1	5.320646075411645e-07	0.0005524861878453039
GCF_000014945.1	GCF_000014945	mistdb	hk	PAS_4,PAS_9	domain_comb	1	5.320646075411645e-07	0.0005524861878453039
GCF_000014945.1	GCF_000014945	mistdb	hk	hole	domain_comb	3	1.5961938226234934e-06	0.0016574585635359116
GCF_000014945.1	GCF_000014945	mistdb	hk	GAF,Hpt,PAS,PAS_4,PAS_9,hole	domain_comb	1	5.320646075411645e-07	0.0005524861878453039
GCF_000015765.1	GCF_000015765	mistdb	hk	HATPase_c_3,hole	domain_comb	1	5.540282842519676e-07	0.0005506607929515419
GCF_000015825.1	GCF_000015825	mistdb	hk	hole	domain_comb	3	1.210604410393281e-06	0.0012091898428053204
GCF_000015825.1	GCF_000015825	mistdb	hk	HAMP,hole	domain_comb	1	4.03534803464427e-07	0.00040306328093510683
GCF_000015825.1	GCF_000015825	mistdb	hk	GAF,PAS_4,PAS_9	domain_comb	1	4.03534803464427e-07	0.00040306328093510683
GCF_000015825.1	GCF_000015825	mistdb	hk	PAS_4,hole	domain_comb	2	8.07069606928854e-07	0.0008061265618702137
GCF_000015825.1	GCF_000015825	mistdb	hk	PAS_4,PAS_9	domain_comb	1	4.03534803464427e-07	0.00040306328093510683
GCF_000015825.1	GCF_000015825	mistdb	hk	PAS_4,PAS_9,hole	domain_comb	1	4.03534803464427e-07	0.00040306328093510683
GCF_000015825.1	GCF_000015825	mistdb	hk	GAF_2,PAS_4,PAS_7,PAS_9	domain_comb	1	4.03534803464427e-07	0.00040306328093510683
GCF_000015825.1	GCF_000015825	mistdb	hk	PAS_4	domain_comb	1	4.03534803464427e-07	0.00040306328093510683
GCF_000015825.1	GCF_000015825	mistdb	hk	PAS,PAS_4	domain_comb	1	4.03534803464427e-07	0.00040306328093510683
GCF_000015825.1	GCF_000015825	mistdb	hk	GAF_2,hole	domain_comb	1	4.03534803464427e-07	0.00040306328093510683
GCF_000015825.1	GCF_000015825	mistdb	hk	PAS,PAS_8,hole	domain_comb	1	4.03534803464427e-07	0.00040306328093510683
GCF_000015825.1	GCF_000015825	mistdb	hk	DUF4118,PAS_4	domain_comb	1	4.03534803464427e-07	0.00040306328093510683
GCF_000015825.1	GCF_000015825	mistdb	hk	PAS_9,hole	domain_comb	1	4.03534803464427e-07	0.00040306328093510683
GCF_000015825.1	GCF_000015825	mistdb	hk	GAF_2,PAS,PAS_9,hole	domain_comb	1	4.03534803464427e-07	0.00040306328093510683
GCF_000015825.1	GCF_000015825	mistdb	hk	MASE3,PAS_4	domain_comb	1	4.03534803464427e-07	0.00040306328093510683
GCF_000015825.1	GCF_000015825	mistdb	hk	PAS,PAS_3	domain_comb	1	4.03534803464427e-07	0.00040306328093510683
GCF_000015825.1	GCF_000015825	mistdb	hk	nodomain	domain_comb	1	4.03534803464427e-07	0.00040306328093510683
GCF_000015825.1	GCF_000015825	mistdb	hk	PAS,PAS_4,PAS_9	domain_comb	1	4.03534803464427e-07	0.00040306328093510683
GCF_000015825.1	GCF_000015825	mistdb	hk	GAF_2,PAS,PAS_3,PAS_4,PAS_8,PAS_9	domain_comb	1	4.03534803464427e-07	0.00040306328093510683
GCF_000015825.1	GCF_000015825	mistdb	hk	GAF_2,PAS_3,PAS_4	domain_comb	1	4.03534803464427e-07	0.00040306328093510683
GCF_000016125.1	GCF_000016125	mistdb	hk	HAMP,hole,sCache_3_3	domain_comb	2	1.1179142403269675e-06	0.001059322033898305
GCF_000017165.1	GCF_000017165	mistdb	hk	PAS_9	domain_comb	1	5.813791243035078e-07	0.000572737686139748
GCF_000017165.1	GCF_000017165	mistdb	hk	hole,sCache_3_3	domain_comb	1	5.813791243035078e-07	0.000572737686139748
GCF_000017165.1	GCF_000017165	mistdb	hk	HAMP,hole,sCache_3_3	domain_comb	1	5.813791243035078e-07	0.000572737686139748
GCF_000017165.1	GCF_000017165	mistdb	hk	HAMP,dCache_3	domain_comb	1	5.813791243035078e-07	0.000572737686139748
GCF_000017185.1	GCF_000017185	mistdb	hk	HAMP,hole,sCache_3_3	domain_comb	1	6.371455877668047e-07	0.0006557377049180328
GCF_000017625.1	GCF_000017625	mistdb	hk	hole	domain_comb	5	1.966225747096966e-06	0.0019786307874950534
GCF_000017625.1	GCF_000017625	mistdb	hk	PAS_8,hole	domain_comb	3	1.1797354482581796e-06	0.001187178472497032
GCF_000017625.1	GCF_000017625	mistdb	hk	CHASE4,hole	domain_comb	1	3.932451494193932e-07	0.0003957261574990107
GCF_000017625.1	GCF_000017625	mistdb	hk	PAS_4	domain_comb	1	3.932451494193932e-07	0.0003957261574990107
GCF_000017625.1	GCF_000017625	mistdb	hk	PAS_3,PAS_9,hole	domain_comb	1	3.932451494193932e-07	0.0003957261574990107
GCF_000017625.1	GCF_000017625	mistdb	hk	GAF_2,PAS_3,PAS_4,PAS_7,hole	domain_comb	1	3.932451494193932e-07	0.0003957261574990107
GCF_000017625.1	GCF_000017625	mistdb	hk	PAS_3,PAS_4,PAS_8,PAS_9,hole	domain_comb	1	3.932451494193932e-07	0.0003957261574990107
GCF_000017625.1	GCF_000017625	mistdb	hk	PAS,PAS_3,PAS_8,PAS_9,hole	domain_comb	2	7.864902988387864e-07	0.0007914523149980214
GCF_000017625.1	GCF_000017625	mistdb	hk	nodomain	domain_comb	1	3.932451494193932e-07	0.0003957261574990107
GCF_000017625.1	GCF_000017625	mistdb	hk	PAS,PAS_4,PAS_7	domain_comb	1	3.932451494193932e-07	0.0003957261574990107
GCF_000017625.1	GCF_000017625	mistdb	hk	HTH_IclR,PAS_3,PAS_4	domain_comb	1	3.932451494193932e-07	0.0003957261574990107
GCF_000017625.1	GCF_000017625	mistdb	hk	PAS,hole	domain_comb	1	3.932451494193932e-07	0.0003957261574990107
GCF_000017625.1	GCF_000017625	mistdb	hk	PAS_4,hole	domain_comb	2	7.864902988387864e-07	0.0007914523149980214
GCF_000017625.1	GCF_000017625	mistdb	hk	PAS_3,PAS_4,PAS_9	domain_comb	1	3.932451494193932e-07	0.0003957261574990107
GCF_000017625.1	GCF_000017625	mistdb	hk	GAF_2,PAS_3,PAS_9	domain_comb	1	3.932451494193932e-07	0.0003957261574990107
GCF_000017625.1	GCF_000017625	mistdb	hk	PAS_9,SBP_bac_3	domain_comb	1	3.932451494193932e-07	0.0003957261574990107
GCF_000017625.1	GCF_000017625	mistdb	hk	PAS,PAS_9,hole	domain_comb	1	3.932451494193932e-07	0.0003957261574990107
GCF_000017625.1	GCF_000017625	mistdb	hk	HisKA_7TM,PAS_4	domain_comb	1	3.932451494193932e-07	0.0003957261574990107
GCF_000017625.1	GCF_000017625	mistdb	hk	PAS_9	domain_comb	1	3.932451494193932e-07	0.0003957261574990107
GCF_000017625.1	GCF_000017625	mistdb	hk	PAS_3,hole	domain_comb	1	3.932451494193932e-07	0.0003957261574990107
GCF_000017625.1	GCF_000017625	mistdb	hk	PAS_9,hole	domain_comb	1	3.932451494193932e-07	0.0003957261574990107
GCF_000017625.1	GCF_000017625	mistdb	hk	PAS_3,PAS_4	domain_comb	1	3.932451494193932e-07	0.0003957261574990107
GCF_000018465.1	GCF_000018465	mistdb	hk	HAMP,PAS_9,hole	domain_comb	1	6.078070382839419e-07	0.0005136106831022085
GCF_000018465.1	GCF_000018465	mistdb	hk	hole	domain_comb	5	3.03903519141971e-06	0.0025680534155110425
GCF_000018465.1	GCF_000018465	mistdb	hk	dCache_1,hole	domain_comb	1	6.078070382839419e-07	0.0005136106831022085
GCF_000018465.1	GCF_000018465	mistdb	hk	ANF_receptor,hole	domain_comb	1	6.078070382839419e-07	0.0005136106831022085
GCF_000018465.1	GCF_000018465	mistdb	hk	DUF3068	domain_comb	1	6.078070382839419e-07	0.0005136106831022085
GCF_000018465.1	GCF_000018465	mistdb	hk	CHASE3	domain_comb	1	6.078070382839419e-07	0.0005136106831022085
GCF_000021965.1	GCF_000021965	mistdb	hk	PAS,PAS_9	domain_comb	1	3.421239809409573e-07	0.0003598416696653472
GCF_000021965.1	GCF_000021965	mistdb	hk	hole	domain_comb	5	1.7106199047047864e-06	0.0017992083483267362
GCF_000021965.1	GCF_000021965	mistdb	hk	nodomain	domain_comb	4	1.3684959237638292e-06	0.0014393666786613889
GCF_000021965.1	GCF_000021965	mistdb	hk	HisKA_7TM,PAS	domain_comb	1	3.421239809409573e-07	0.0003598416696653472
GCF_000021965.1	GCF_000021965	mistdb	hk	HisKA_7TM,PAS_8	domain_comb	1	3.421239809409573e-07	0.0003598416696653472
GCF_000021965.1	GCF_000021965	mistdb	hk	PAS_3,PAS_4	domain_comb	1	3.421239809409573e-07	0.0003598416696653472
GCF_000021965.1	GCF_000021965	mistdb	hk	CHASE4,PAS_3,PAS_4,PAS_9,hole	domain_comb	1	3.421239809409573e-07	0.0003598416696653472
GCF_000021965.1	GCF_000021965	mistdb	hk	CHASE4,PAS_9,hole	domain_comb	1	3.421239809409573e-07	0.0003598416696653472
GCF_000021965.1	GCF_000021965	mistdb	hk	PAS,PAS_4,hole	domain_comb	1	3.421239809409573e-07	0.0003598416696653472
GCF_000021965.1	GCF_000021965	mistdb	hk	GAF_2,PAS_4	domain_comb	1	3.421239809409573e-07	0.0003598416696653472
GCF_000021965.1	GCF_000021965	mistdb	hk	PAS_9	domain_comb	1	3.421239809409573e-07	0.0003598416696653472
GCF_000021965.1	GCF_000021965	mistdb	hk	PAS,PAS_9,hole	domain_comb	1	3.421239809409573e-07	0.0003598416696653472
GCF_000021965.1	GCF_000021965	mistdb	hk	PAS_4,hole	domain_comb	1	3.421239809409573e-07	0.0003598416696653472
GCF_000021965.1	GCF_000021965	mistdb	hk	PAS_9,hole	domain_comb	1	3.421239809409573e-07	0.0003598416696653472
GCF_000021965.1	GCF_000021965	mistdb	hk	GAF_2,PAS_8,PAS_9,hole	domain_comb	1	3.421239809409573e-07	0.0003598416696653472
GCF_000021965.1	GCF_000021965	mistdb	hk	KaiB,PAS,PAS_9	domain_comb	1	3.421239809409573e-07	0.0003598416696653472
GCF_000021965.1	GCF_000021965	mistdb	hk	PAS_4,PAS_8,PAS_9,hole	domain_comb	1	3.421239809409573e-07	0.0003598416696653472
GCF_000021965.1	GCF_000021965	mistdb	hk	PAS_8,PAS_9,hole	domain_comb	1	3.421239809409573e-07	0.0003598416696653472
GCF_000021965.1	GCF_000021965	mistdb	hk	PAS_3,hole	domain_comb	1	3.421239809409573e-07	0.0003598416696653472
GCF_000021965.1	GCF_000021965	mistdb	hk	GAF_2,PAS_4,hole	domain_comb	1	3.421239809409573e-07	0.0003598416696653472
GCF_000021965.1	GCF_000021965	mistdb	hk	PAS_3,PAS_4,hole	domain_comb	1	3.421239809409573e-07	0.0003598416696653472
GCF_000021965.1	GCF_000021965	mistdb	hk	PAS	domain_comb	1	3.421239809409573e-07	0.0003598416696653472
GCF_000021965.1	GCF_000021965	mistdb	hk	ABC_sub_bind,PAS,PAS_9	domain_comb	1	3.421239809409573e-07	0.0003598416696653472
GCF_000021965.1	GCF_000021965	mistdb	hk	PAS_8,PAS_9	domain_comb	1	3.421239809409573e-07	0.0003598416696653472
GCF_000021965.1	GCF_000021965	mistdb	hk	HisKA_7TM,PAS_9	domain_comb	1	3.421239809409573e-07	0.0003598416696653472
GCF_000021965.1	GCF_000021965	mistdb	hk	PAS,PAS_3,PAS_4,hole	domain_comb	1	3.421239809409573e-07	0.0003598416696653472
GCF_000021965.1	GCF_000021965	mistdb	hk	CHASE4,PAS_4,PAS_9,hole	domain_comb	1	3.421239809409573e-07	0.0003598416696653472
GCF_000022205.1	GCF_000022205	mistdb	hk	PAS_3	domain_comb	1	2.708136542077942e-07	0.0002744990392533626
GCF_000022205.1	GCF_000022205	mistdb	hk	HisKA_7TM,PAS_4	domain_comb	1	2.708136542077942e-07	0.0002744990392533626
GCF_000022205.1	GCF_000022205	mistdb	hk	PAS_4	domain_comb	2	5.416273084155884e-07	0.0005489980785067252
GCF_000022205.1	GCF_000022205	mistdb	hk	HisKA_7TM,PAS_3,PAS_8,hole	domain_comb	1	2.708136542077942e-07	0.0002744990392533626
GCF_000022205.1	GCF_000022205	mistdb	hk	PAS_4,PAS_9	domain_comb	1	2.708136542077942e-07	0.0002744990392533626
GCF_000022205.1	GCF_000022205	mistdb	hk	GAF_2,PAS_4	domain_comb	1	2.708136542077942e-07	0.0002744990392533626
GCF_000022205.1	GCF_000022205	mistdb	hk	hole	domain_comb	3	8.124409626233827e-07	0.0008234971177600879
GCF_000022205.1	GCF_000022205	mistdb	hk	HisKA_7TM,PAS_10	domain_comb	1	2.708136542077942e-07	0.0002744990392533626
GCF_000022205.1	GCF_000022205	mistdb	hk	nodomain	domain_comb	1	2.708136542077942e-07	0.0002744990392533626
GCF_000022205.1	GCF_000022205	mistdb	hk	HisKA_4TM	domain_comb	1	2.708136542077942e-07	0.0002744990392533626
GCF_000022205.1	GCF_000022205	mistdb	hk	HisKA_7TM,hole	domain_comb	2	5.416273084155884e-07	0.0005489980785067252
GCF_000022205.1	GCF_000022205	mistdb	hk	PAS_9	domain_comb	1	2.708136542077942e-07	0.0002744990392533626
GCF_000022205.1	GCF_000022205	mistdb	hk	HisKA_7TM	domain_comb	1	2.708136542077942e-07	0.0002744990392533626
GCF_000022205.1	GCF_000022205	mistdb	hk	PAS_4,hole	domain_comb	2	5.416273084155884e-07	0.0005489980785067252
GCF_000022205.1	GCF_000022205	mistdb	hk	PAS	domain_comb	2	5.416273084155884e-07	0.0005489980785067252
GCF_000022205.1	GCF_000022205	mistdb	hk	PAS_3,PAS_4	domain_comb	2	5.416273084155884e-07	0.0005489980785067252
GCF_000022205.1	GCF_000022205	mistdb	hk	HisKA_7TM,PAS_3,PAS_4	domain_comb	1	2.708136542077942e-07	0.0002744990392533626
GCF_000022205.1	GCF_000022205	mistdb	hk	PAS,PAS_3,PAS_4,PAS_9	domain_comb	1	2.708136542077942e-07	0.0002744990392533626
GCF_000022205.1	GCF_000022205	mistdb	hk	HisKA_7TM,PAS,hole	domain_comb	1	2.708136542077942e-07	0.0002744990392533626
GCF_000022205.1	GCF_000022205	mistdb	hk	HisKA_7TM,PAS_8	domain_comb	2	5.416273084155884e-07	0.0005489980785067252
GCF_000022205.1	GCF_000022205	mistdb	hk	PAS,PAS_9	domain_comb	1	2.708136542077942e-07	0.0002744990392533626
GCF_000022205.1	GCF_000022205	mistdb	hk	PAS,hole	domain_comb	1	2.708136542077942e-07	0.0002744990392533626
GCF_000022365.1	GCF_000022365	mistdb	hk	Hpt,P2	domain_comb	1	4.888928434887784e-07	0.0004597701149425287
GCF_000023945.1	GCF_000023945	mistdb	hk	HisKA_7TM,PAS_4	domain_comb	4	1.2833696152618315e-06	0.0013144922773578706
GCF_000023945.1	GCF_000023945	mistdb	hk	hole	domain_comb	5	1.6042120190772893e-06	0.001643115346697338
GCF_000023945.1	GCF_000023945	mistdb	hk	GAF_3	domain_comb	1	3.208424038154579e-07	0.00032862306933946765
GCF_000023945.1	GCF_000023945	mistdb	hk	PAS_4,hole	domain_comb	2	6.416848076309158e-07	0.0006572461386789353
GCF_000023945.1	GCF_000023945	mistdb	hk	PAS_4,PAS_9,hole	domain_comb	1	3.208424038154579e-07	0.00032862306933946765
GCF_000023945.1	GCF_000023945	mistdb	hk	HisKA_4TM	domain_comb	1	3.208424038154579e-07	0.00032862306933946765
GCF_000023945.1	GCF_000023945	mistdb	hk	PAS_3	domain_comb	2	6.416848076309158e-07	0.0006572461386789353
GCF_000023945.1	GCF_000023945	mistdb	hk	PAS_9	domain_comb	2	6.416848076309158e-07	0.0006572461386789353
GCF_000023945.1	GCF_000023945	mistdb	hk	GAF	domain_comb	1	3.208424038154579e-07	0.00032862306933946765
GCF_000023945.1	GCF_000023945	mistdb	hk	PAS_4,PAS_9	domain_comb	1	3.208424038154579e-07	0.00032862306933946765
GCF_000023945.1	GCF_000023945	mistdb	hk	HisKA_7TM,PAS_4,PAS_8	domain_comb	1	3.208424038154579e-07	0.00032862306933946765
GCF_000023945.1	GCF_000023945	mistdb	hk	HisKA_7TM,PAS_8	domain_comb	1	3.208424038154579e-07	0.00032862306933946765
GCF_000023945.1	GCF_000023945	mistdb	hk	PAS_4	domain_comb	1	3.208424038154579e-07	0.00032862306933946765
GCF_000023945.1	GCF_000023945	mistdb	hk	HisKA_7TM,hole	domain_comb	2	6.416848076309158e-07	0.0006572461386789353
GCF_000023945.1	GCF_000023945	mistdb	hk	dCache_1	domain_comb	1	3.208424038154579e-07	0.00032862306933946765
GCF_000023945.1	GCF_000023945	mistdb	hk	SpoIIE	domain_comb	1	3.208424038154579e-07	0.00032862306933946765
GCF_000023945.1	GCF_000023945	mistdb	hk	nodomain	domain_comb	1	3.208424038154579e-07	0.00032862306933946765
GCF_000023945.1	GCF_000023945	mistdb	hk	HisKA_7TM,PAS_8,hole	domain_comb	1	3.208424038154579e-07	0.00032862306933946765
GCF_000023945.1	GCF_000023945	mistdb	hk	HisKA_7TM,PAS	domain_comb	1	3.208424038154579e-07	0.00032862306933946765
GCF_000023965.1	GCF_000023965	mistdb	hk	GAF_2,PAS_3	domain_comb	1	3.000886161683545e-07	0.00029533372711163615
GCF_000023965.1	GCF_000023965	mistdb	hk	PAS_4,PAS_9,hole	domain_comb	1	3.000886161683545e-07	0.00029533372711163615
GCF_000023965.1	GCF_000023965	mistdb	hk	GAF_3,PAS_4	domain_comb	1	3.000886161683545e-07	0.00029533372711163615
GCF_000023965.1	GCF_000023965	mistdb	hk	GAF_3	domain_comb	1	3.000886161683545e-07	0.00029533372711163615
GCF_000023965.1	GCF_000023965	mistdb	hk	PAS_4	domain_comb	1	3.000886161683545e-07	0.00029533372711163615
GCF_000023965.1	GCF_000023965	mistdb	hk	HisKA_4TM	domain_comb	3	9.002658485050636e-07	0.0008860011813349084
GCF_000023965.1	GCF_000023965	mistdb	hk	hole	domain_comb	2	6.00177232336709e-07	0.0005906674542232723
GCF_000023965.1	GCF_000023965	mistdb	hk	PAS_4,hole	domain_comb	2	6.00177232336709e-07	0.0005906674542232723
GCF_000023965.1	GCF_000023965	mistdb	hk	HisKA_7TM,PAS_4	domain_comb	3	9.002658485050636e-07	0.0008860011813349084
GCF_000023965.1	GCF_000023965	mistdb	hk	HisKA_7TM,PAS_8,hole	domain_comb	1	3.000886161683545e-07	0.00029533372711163615
GCF_000023965.1	GCF_000023965	mistdb	hk	HisKA_7TM,hole	domain_comb	1	3.000886161683545e-07	0.00029533372711163615
GCF_000023965.1	GCF_000023965	mistdb	hk	PAS_3,PAS_4	domain_comb	1	3.000886161683545e-07	0.00029533372711163615
GCF_000023965.1	GCF_000023965	mistdb	hk	HisKA_7TM	domain_comb	1	3.000886161683545e-07	0.00029533372711163615
GCF_000023965.1	GCF_000023965	mistdb	hk	dCache_1	domain_comb	1	3.000886161683545e-07	0.00029533372711163615
GCF_000023985.1	GCF_000023985	mistdb	hk	HAMP,hole,sCache_3_3	domain_comb	1	6.634595034271001e-07	0.0006097560975609756
GCF_000025285.1	GCF_000025285	mistdb	hk	nodomain	domain_comb	1	6.396221623962293e-07	0.0005339028296849973
GCF_000025285.1	GCF_000025285	mistdb	hk	PAS_8,PAS_9,hole	domain_comb	1	6.396221623962293e-07	0.0005339028296849973
GCF_000025285.1	GCF_000025285	mistdb	hk	PAS_9	domain_comb	1	6.396221623962293e-07	0.0005339028296849973
GCF_000025325.1	GCF_000025325	mistdb	hk	hole	domain_comb	9	1.6541739771966604e-06	0.0017228177641653904
GCF_000025325.1	GCF_000025325	mistdb	hk	HisKA_4TM	domain_comb	4	7.351884343096268e-07	0.0007656967840735069
GCF_000025325.1	GCF_000025325	mistdb	hk	PAS_4,hole	domain_comb	2	3.675942171548134e-07	0.00038284839203675346
GCF_000025325.1	GCF_000025325	mistdb	hk	GAF_2,PAS_3,PAS_4	domain_comb	2	3.675942171548134e-07	0.00038284839203675346
GCF_000025325.1	GCF_000025325	mistdb	hk	GAF,PAS_4,PAS_9	domain_comb	1	1.837971085774067e-07	0.00019142419601837673
GCF_000025325.1	GCF_000025325	mistdb	hk	PAS,PAS_3,PAS_4	domain_comb	1	1.837971085774067e-07	0.00019142419601837673
GCF_000025325.1	GCF_000025325	mistdb	hk	GAF,PAS_3,PAS_4	domain_comb	2	3.675942171548134e-07	0.00038284839203675346
GCF_000025325.1	GCF_000025325	mistdb	hk	GAF,PAS_4,PAS_8	domain_comb	1	1.837971085774067e-07	0.00019142419601837673
GCF_000025325.1	GCF_000025325	mistdb	hk	HisKA_4TM,PAS_9	domain_comb	1	1.837971085774067e-07	0.00019142419601837673
GCF_000025325.1	GCF_000025325	mistdb	hk	PAS,PAS_3,PAS_4,PAS_9	domain_comb	2	3.675942171548134e-07	0.00038284839203675346
GCF_000025325.1	GCF_000025325	mistdb	hk	MEDS	domain_comb	1	1.837971085774067e-07	0.00019142419601837673
GCF_000025325.1	GCF_000025325	mistdb	hk	MEDS,PAS_4,PAS_9,hole	domain_comb	1	1.837971085774067e-07	0.00019142419601837673
GCF_000025325.1	GCF_000025325	mistdb	hk	HisKA_7TM,PAS_4	domain_comb	2	3.675942171548134e-07	0.00038284839203675346
GCF_000025325.1	GCF_000025325	mistdb	hk	HAMP,hole	domain_comb	1	1.837971085774067e-07	0.00019142419601837673
GCF_000025325.1	GCF_000025325	mistdb	hk	PAS_4	domain_comb	2	3.675942171548134e-07	0.00038284839203675346
GCF_000025325.1	GCF_000025325	mistdb	hk	PAS_4,PAS_9	domain_comb	2	3.675942171548134e-07	0.00038284839203675346
GCF_000025325.1	GCF_000025325	mistdb	hk	GAF,GAF_3,MEDS,hole	domain_comb	1	1.837971085774067e-07	0.00019142419601837673
GCF_000025325.1	GCF_000025325	mistdb	hk	GAF,MEDS,hole	domain_comb	1	1.837971085774067e-07	0.00019142419601837673
GCF_000025325.1	GCF_000025325	mistdb	hk	GAF_2,MEDS,PAS_3,hole	domain_comb	1	1.837971085774067e-07	0.00019142419601837673
GCF_000025325.1	GCF_000025325	mistdb	hk	GAF,PAS_9,hole	domain_comb	1	1.837971085774067e-07	0.00019142419601837673
GCF_000025325.1	GCF_000025325	mistdb	hk	GAF_2,PAS,PAS_4	domain_comb	1	1.837971085774067e-07	0.00019142419601837673
GCF_000025325.1	GCF_000025325	mistdb	hk	nodomain	domain_comb	2	3.675942171548134e-07	0.00038284839203675346
GCF_000025325.1	GCF_000025325	mistdb	hk	MEDS,PAS_3	domain_comb	1	1.837971085774067e-07	0.00019142419601837673
GCF_000025325.1	GCF_000025325	mistdb	hk	GAF,PAS_4	domain_comb	1	1.837971085774067e-07	0.00019142419601837673
GCF_000025325.1	GCF_000025325	mistdb	hk	GAF_2,hole	domain_comb	1	1.837971085774067e-07	0.00019142419601837673
GCF_000025325.1	GCF_000025325	mistdb	hk	GAF_2,PAS,PAS_3,PAS_4,PAS_9	domain_comb	1	1.837971085774067e-07	0.00019142419601837673
GCF_000025325.1	GCF_000025325	mistdb	hk	GAF_2,PAS	domain_comb	1	1.837971085774067e-07	0.00019142419601837673
GCF_000025505.1	GCF_000025505	mistdb	hk	PAS_3,PAS_9,hole	domain_comb	1	4.553182537998585e-07	0.00038476337052712584
GCF_000025505.1	GCF_000025505	mistdb	hk	PAS_4	domain_comb	1	4.553182537998585e-07	0.00038476337052712584
GCF_000025505.1	GCF_000025505	mistdb	hk	CHASE4,hole	domain_comb	1	4.553182537998585e-07	0.00038476337052712584
GCF_000025525.1	GCF_000025525	mistdb	hk	HAMP,hole,sCache_3_3	domain_comb	1	5.639725322817878e-07	0.0005333333333333334
GCF_000025625.1	GCF_000025625	mistdb	hk	GAF_2,PAS_4	domain_comb	1	2.2504058044266833e-07	0.0002316423442205235
GCF_000025625.1	GCF_000025625	mistdb	hk	PAS_4,hole	domain_comb	1	2.2504058044266833e-07	0.0002316423442205235
GCF_000025625.1	GCF_000025625	mistdb	hk	PAS_9,hole	domain_comb	1	2.2504058044266833e-07	0.0002316423442205235
GCF_000025625.1	GCF_000025625	mistdb	hk	MEDS,hole	domain_comb	1	2.2504058044266833e-07	0.0002316423442205235
GCF_000025625.1	GCF_000025625	mistdb	hk	PAS,hole	domain_comb	1	2.2504058044266833e-07	0.0002316423442205235
GCF_000025625.1	GCF_000025625	mistdb	hk	PAS_4,PAS_9,hole	domain_comb	1	2.2504058044266833e-07	0.0002316423442205235
GCF_000025625.1	GCF_000025625	mistdb	hk	hole	domain_comb	2	4.5008116088533667e-07	0.000463284688441047
GCF_000025625.1	GCF_000025625	mistdb	hk	PAS_4	domain_comb	3	6.751217413280049e-07	0.0006949270326615705
GCF_000025625.1	GCF_000025625	mistdb	hk	PAS_3,PAS_4,PAS_9	domain_comb	1	2.2504058044266833e-07	0.0002316423442205235
GCF_000025625.1	GCF_000025625	mistdb	hk	PAS,PAS_4,hole	domain_comb	1	2.2504058044266833e-07	0.0002316423442205235
GCF_000025625.1	GCF_000025625	mistdb	hk	nodomain	domain_comb	1	2.2504058044266833e-07	0.0002316423442205235
GCF_000025625.1	GCF_000025625	mistdb	hk	GAF,PAS_3,PAS_4	domain_comb	1	2.2504058044266833e-07	0.0002316423442205235
GCF_000025665.1	GCF_000025665	mistdb	hk	GAF_2,GAF_3,PAS,PAS_9,hole	domain_comb	1	6.725953706605829e-07	0.0006418485237483953
