genome	genome_accession	ncbi_protein_accession	mist_protein_accession	protein_type	source	protein_length	domain_architecture	sensors_or_regulators	domain_counts	domains
GCF_000007345.1	GCF_000007345	WP_052279112.1	GCF_000007345.1-MA_RS24390	hk	mistdb	811	hole:1-127,PAS_8:128-199,GAF:272-413,PAS:427-534,HisKA_2:586-667,HATPase_c:689-796	PAS_8,GAF,PAS	GAF:1,HATPase_c:1,HisKA_2:1,PAS:1,PAS_8:1,hole:1	GAF,HATPase_c,HisKA_2,PAS,PAS_8,hole
GCF_000007345.1	GCF_000007345	WP_048064963.1	GCF_000007345.1-MA_RS04070	hk	mistdb	564	HisKA_7TM:3-230,PAS:232-333,<HisKA>:305-453,HATPase_c:454-557	HisKA_7TM,PAS	<HisKA>:1,HATPase_c:1,HisKA_7TM:1,PAS:1	<HisKA>,HATPase_c,HisKA_7TM,PAS
GCF_000007345.1	GCF_000007345	WP_011020804.1	GCF_000007345.1-MA_RS03965	hk	mistdb	1281	MEDS:20-179,PocR:239-401,PAS_9:435-537,PAS:551-659,PAS_3:721-808,PAS_9:832-935,PAS_9:958-1061,HisKA_2:1079-1154,HATPase_c:1177-1281	MEDS,PocR,PAS_9,PAS,PAS_3,PAS_9,PAS_9	HATPase_c:1,HisKA_2:1,MEDS:1,PAS:1,PAS_3:1,PAS_9:3,PocR:1	HATPase_c,HisKA_2,MEDS,PAS,PAS_3,PAS_9,PocR
GCF_000007345.1	GCF_000007345	WP_048066136.1	GCF_000007345.1-MA_RS03960	hk	mistdb	1029	MEDS:1-160,PocR:219-381,PAS_9:464-535,PAS_3:595-682,PAS_9:706-809,HisKA_2:827-902,HATPase_c:925-1029	MEDS,PocR,PAS_9,PAS_3,PAS_9	HATPase_c:1,HisKA_2:1,MEDS:1,PAS_3:1,PAS_9:2,PocR:1	HATPase_c,HisKA_2,MEDS,PAS_3,PAS_9,PocR
GCF_000007345.1	GCF_000007345	WP_011021295.1	GCF_000007345.1-MA_RS06615	hk	mistdb	1355	MEDS:20-179,PAS_4:215-322,PAS_3:355-442,PAS_9:480-579,PAS:592-706,PAS_3:768-855,PAS_9:883-988,PAS_3:1023-1113,HisKA_2:1136-1217	MEDS,PAS_4,PAS_3,PAS_9,PAS,PAS_3,PAS_9,PAS_3	HisKA_2:1,MEDS:1,PAS:1,PAS_3:3,PAS_4:1,PAS_9:2	HisKA_2,MEDS,PAS,PAS_3,PAS_4,PAS_9
GCF_000007345.1	GCF_000007345	WP_011021291.1	GCF_000007345.1-MA_RS06595	hk	mistdb	1456	MEDS:20-179,PAS_4:215-322,GAF_2:389-529,PAS_4:576-686,PAS_3:743-830,PAS_9:858-959,PAS_9:978-1081,PAS_9:1104-1205,HisKA:1226-1294,HATPase_c:1335-1445	MEDS,PAS_4,GAF_2,PAS_4,PAS_3,PAS_9,PAS_9,PAS_9	GAF_2:1,HATPase_c:1,HisKA:1,MEDS:1,PAS_3:1,PAS_4:2,PAS_9:3	GAF_2,HATPase_c,HisKA,MEDS,PAS_3,PAS_4,PAS_9
GCF_000007345.1	GCF_000007345	WP_011021173.1	GCF_000007345.1-MA_RS05985	hk	mistdb	849	MEDS:24-185,PAS_9:220-320,PAS_9:343-443,PAS_4:462-572,HisKA:590-658,HATPase_c:704-816	MEDS,PAS_9,PAS_9,PAS_4	HATPase_c:1,HisKA:1,MEDS:1,PAS_4:1,PAS_9:2	HATPase_c,HisKA,MEDS,PAS_4,PAS_9
GCF_000007345.1	GCF_000007345	WP_011020668.1	GCF_000007345.1-MA_RS03265	hk	mistdb	674	MASE3:29-272,PAS_3:347-436,HisKA_2:459-534,HATPase_c:556-671	MASE3,PAS_3	HATPase_c:1,HisKA_2:1,MASE3:1,PAS_3:1	HATPase_c,HisKA_2,MASE3,PAS_3
GCF_000007345.1	GCF_000007345	WP_011020667.1	GCF_000007345.1-MA_RS03260	hk	mistdb	654	MASE3:14-253,PAS_3:330-419,HisKA_2:442-517,HATPase_c:539-651	MASE3,PAS_3	HATPase_c:1,HisKA_2:1,MASE3:1,PAS_3:1	HATPase_c,HisKA_2,MASE3,PAS_3
GCF_000007345.1	GCF_000007345	WP_011021340.1	GCF_000007345.1-MA_RS06850	hk	mistdb	1428	MEDS:20-179,PAS_4:215-322,PAS:332-442,PocR:480-642,PAS_9:708-796,PAS_3:856-943,PAS_9:967-1070,PAS_9:1093-1195,HisKA_2:1213-1294,HATPase_c:1317-1426	MEDS,PAS_4,PAS,PocR,PAS_9,PAS_3,PAS_9,PAS_9	HATPase_c:1,HisKA_2:1,MEDS:1,PAS:1,PAS_3:1,PAS_4:1,PAS_9:3,PocR:1	HATPase_c,HisKA_2,MEDS,PAS,PAS_3,PAS_4,PAS_9,PocR
GCF_000007345.1	GCF_000007345	WP_011020261.1	GCF_000007345.1-MA_RS01090	hk	mistdb	1274	MEDS:30-189,PAS_4:225-332,GAF_2:357-503,PAS_4:529-639,PAS_3:696-783,PAS_9:807-910,PAS:923-1033,HisKA_2:1053-1134,HATPase_c:1157-1273	MEDS,PAS_4,GAF_2,PAS_4,PAS_3,PAS_9,PAS	GAF_2:1,HATPase_c:1,HisKA_2:1,MEDS:1,PAS:1,PAS_3:1,PAS_4:2,PAS_9:1	GAF_2,HATPase_c,HisKA_2,MEDS,PAS,PAS_3,PAS_4,PAS_9
GCF_000007345.1	GCF_000007345	WP_011020601.1	GCF_000007345.1-MA_RS02905	hk	mistdb	1348	MEDS:80-239,PocR:293-455,PAS_3:502-590,PAS_4:614-724,PAS_3:781-869,PAS_9:893-996,PAS:1009-1119,HisKA_2:1139-1220,HATPase_c:1243-1346	MEDS,PocR,PAS_3,PAS_4,PAS_3,PAS_9,PAS	HATPase_c:1,HisKA_2:1,MEDS:1,PAS:1,PAS_3:2,PAS_4:1,PAS_9:1,PocR:1	HATPase_c,HisKA_2,MEDS,PAS,PAS_3,PAS_4,PAS_9,PocR
GCF_000007345.1	GCF_000007345	WP_011020600.1	GCF_000007345.1-MA_RS25000	hk	mistdb	1349	MEDS:20-179,PAS_4:215-322,GAF_2:347-493,PAS_9:523-622,PAS_9:645-747,PAS_9:770-871,PAS_3:932-1019,hole:1020-1145,HisKA_2:1146-1221,HATPase_c:1244-1347	MEDS,PAS_4,GAF_2,PAS_9,PAS_9,PAS_9,PAS_3	GAF_2:1,HATPase_c:1,HisKA_2:1,MEDS:1,PAS_3:1,PAS_4:1,PAS_9:3,hole:1	GAF_2,HATPase_c,HisKA_2,MEDS,PAS_3,PAS_4,PAS_9,hole
GCF_000007345.1	GCF_000007345	WP_011020539.1	GCF_000007345.1-MA_RS02555	hk	mistdb	848	PocR:47-209,PAS_3:255-339,PAS_9:368-469,PAS_3:529-616,HisKA_2:639-714,HATPase_c:736-848	PocR,PAS_3,PAS_9,PAS_3	HATPase_c:1,HisKA_2:1,PAS_3:2,PAS_9:1,PocR:1	HATPase_c,HisKA_2,PAS_3,PAS_9,PocR
GCF_000007345.1	GCF_000007345	WP_011024256.1	GCF_000007345.1-MA_RS22890	hk	mistdb	1028	CHASE4:52-208,hole:209-362,PAS_4:363-469,HisKA:487-555,HATPase_c:601-713,Response_reg:770-879,Response_reg:892-1010	CHASE4,PAS_4	CHASE4:1,HATPase_c:1,HisKA:1,PAS_4:1,Response_reg:2,hole:1	CHASE4,HATPase_c,HisKA,PAS_4,Response_reg,hole
GCF_000007345.1	GCF_000007345	WP_011022007.1	GCF_000007345.1-MA_RS10480	hk	mistdb	1000	PAS_9:55-156,PAS_3:198-291,PAS_3:331-418,HisKA:444-509,HATPase_c:556-683,Response_reg:723-838,Hpt:907-989	PAS_9,PAS_3,PAS_3,Hpt	HATPase_c:1,HisKA:1,Hpt:1,PAS_3:2,PAS_9:1,Response_reg:1	HATPase_c,HisKA,Hpt,PAS_3,PAS_9,Response_reg
GCF_000007345.1	GCF_000007345	WP_011022236.1	GCF_000007345.1-MA_RS11710	hk	mistdb	887	hole:1-106,PAS_3:107-189,PAS_8:207-275,HisKA:336-404,HATPase_c:449-561,Response_reg:624-733,Response_reg:746-859	PAS_3,PAS_8	HATPase_c:1,HisKA:1,PAS_3:1,PAS_8:1,Response_reg:2,hole:1	HATPase_c,HisKA,PAS_3,PAS_8,Response_reg,hole
GCF_000008645.1	GCF_000008645	WP_010876884.1	GCF_000008645.1-MTH_RS06015	hk	mistdb	354	PAS_4:35-144,HisKA_2:165-237,HATPase_c:259-354	PAS_4	HATPase_c:1,HisKA_2:1,PAS_4:1	HATPase_c,HisKA_2,PAS_4
GCF_000008645.1	GCF_000008645	WP_010876748.1	GCF_000008645.1-MTH_RS05335	hk	mistdb	348	PAS_8:80-148,HisKA_2:187-261	PAS_8	HisKA_2:1,PAS_8:1	HisKA_2,PAS_8
GCF_000008645.1	GCF_000008645	WP_010876616.1	GCF_000008645.1-MTH_RS04660	hk	mistdb	365	PAS:37-144,HisKA_2:167-242,HATPase_c:262-360	PAS	HATPase_c:1,HisKA_2:1,PAS:1	HATPase_c,HisKA_2,PAS
GCF_000008645.1	GCF_000008645	WP_010876107.1	GCF_000008645.1-MTH_RS02175	hk	mistdb	554	hole:1-107,PAS_8:108-179,PAS:234-336,HisKA_2:367-442,HATPase_c:460-554	PAS_8,PAS	HATPase_c:1,HisKA_2:1,PAS:1,PAS_8:1,hole:1	HATPase_c,HisKA_2,PAS,PAS_8,hole
GCF_000008645.1	GCF_000008645	WP_010876098.1	GCF_000008645.1-MTH_RS09315	hk	mistdb	495	hole:1-303,HisKA_2:304-379,HATPase_c:402-495	nodomain	HATPase_c:1,HisKA_2:1,hole:1	HATPase_c,HisKA_2,hole
GCF_000008645.1	GCF_000008645	WP_010876083.1	GCF_000008645.1-MTH_RS02065	hk	mistdb	373	hole:1-150,HisKA:151-219,HATPase_c:260-372	nodomain	HATPase_c:1,HisKA:1,hole:1	HATPase_c,HisKA,hole
GCF_000008645.1	GCF_000008645	WP_010875999.1	GCF_000008645.1-MTH_RS09290	hk	mistdb	700	hole:1-502,HisKA_2:503-578,HATPase_c:600-696	nodomain	HATPase_c:1,HisKA_2:1,hole:1	HATPase_c,HisKA_2,hole
GCF_000008645.1	GCF_000008645	WP_052261149.1	GCF_000008645.1-MTH_RS09280	hk	mistdb	564	hole:1-375,HisKA_2:376-450,HATPase_c:468-559	nodomain	HATPase_c:1,HisKA_2:1,hole:1	HATPase_c,HisKA_2,hole
GCF_000008645.1	GCF_000008645	WP_052261146.1	GCF_000008645.1-MTH_RS09260	hk	mistdb	561	hole:1-369,HisKA_2:370-444,HATPase_c:463-556	nodomain	HATPase_c:1,HisKA_2:1,hole:1	HATPase_c,HisKA_2,hole
GCF_000008645.1	GCF_000008645	WP_010876258.1	GCF_000008645.1-MTH_RS02880	hk	mistdb	749	hole:1-326,PAS_4:327-438,PAS:448-555,HisKA_2:556-631,HATPase_c:652-743	PAS_4,PAS	HATPase_c:1,HisKA_2:1,PAS:1,PAS_4:1,hole:1	HATPase_c,HisKA_2,PAS,PAS_4,hole
GCF_000008645.1	GCF_000008645	WP_010875813.1	GCF_000008645.1-MTH_RS00795	hk	mistdb	785	HisKA_7TM:7-227,PAS:233-326,PAS_3:363-445,PAS_4:472-576,HisKA_2:594-666,HATPase_c:685-779	HisKA_7TM,PAS,PAS_3,PAS_4	HATPase_c:1,HisKA_2:1,HisKA_7TM:1,PAS:1,PAS_3:1,PAS_4:1	HATPase_c,HisKA_2,HisKA_7TM,PAS,PAS_3,PAS_4
GCF_000008645.1	GCF_000008645	WP_010875762.1	GCF_000008645.1-MTH_RS00540	hk	mistdb	356	hole:1-161,HisKA_2:162-237,HATPase_c:258-354	nodomain	HATPase_c:1,HisKA_2:1,hole:1	HATPase_c,HisKA_2,hole
GCF_000008645.1	GCF_000008645	WP_010876458.1	GCF_000008645.1-MTH_RS03875	hk	mistdb	677	hole:1-126,PAS:127-235,PAS_9:260-363,PAS:376-488,HisKA_2:511-586,HATPase_c_2:588-673	PAS,PAS_9,PAS	HATPase_c_2:1,HisKA_2:1,PAS:2,PAS_9:1,hole:1	HATPase_c_2,HisKA_2,PAS,PAS_9,hole
GCF_000008665.1	GCF_000008665	WP_010879524.1	GCF_000008665.1-AF_RS10220	hk	mistdb	672	PAS_4:22-127,PAS:130-243,PAS:258-369,PAS_4:390-490,hole:491-591,HisKA:592-650	PAS_4,PAS,PAS,PAS_4	HisKA:1,PAS:2,PAS_4:2,hole:1	HisKA,PAS,PAS_4,hole
GCF_000008665.1	GCF_000008665	WP_010879600.1	GCF_000008665.1-AF_RS10615	hk	mistdb	608	PAS_9:50-150,PAS_3:184-270,PAS_3:302-388,<HisKA>:350-498,HATPase_c:499-602	PAS_9,PAS_3,PAS_3	<HisKA>:1,HATPase_c:1,PAS_3:2,PAS_9:1	<HisKA>,HATPase_c,PAS_3,PAS_9
GCF_000008665.1	GCF_000008665	WP_010879217.1	GCF_000008665.1-AF_RS08660	hk	mistdb	528	CHASE4:51-202,<HisKA>:281-429,HATPase_c:430-527	CHASE4	<HisKA>:1,CHASE4:1,HATPase_c:1	<HisKA>,CHASE4,HATPase_c
GCF_000008665.1	GCF_000008665	WP_010878980.1	GCF_000008665.1-AF_RS12415	hk	mistdb	908	hole:1-134,PAS_9:135-233,GAF_2:261-397,PAS_3:431-515,PAS_9:562-667,HisKA:688-756,HATPase_c:797-908	PAS_9,GAF_2,PAS_3,PAS_9	GAF_2:1,HATPase_c:1,HisKA:1,PAS_3:1,PAS_9:2,hole:1	GAF_2,HATPase_c,HisKA,PAS_3,PAS_9,hole
GCF_000008665.1	GCF_000008665	WP_052270486.1	GCF_000008665.1-AF_RS07405	hk	mistdb	219	hole:1-109,HATPase_c:110-215	nodomain	HATPase_c:1,hole:1	HATPase_c,hole
GCF_000008665.1	GCF_000008665	WP_010878949.1	GCF_000008665.1-AF_RS07325	hk	mistdb	438	PAS_3:25-107,PAS_3:147-233,<HisKA>:189-337,HATPase_c:338-438	PAS_3,PAS_3	<HisKA>:1,HATPase_c:1,PAS_3:2	<HisKA>,HATPase_c,PAS_3
GCF_000008665.1	GCF_000008665	WP_048064322.1	GCF_000008665.1-AF_RS05245	hk	mistdb	388	PAS_8:7-74,PAS_4:108-208,hole:209-309,HisKA:310-368	PAS_8,PAS_4	HisKA:1,PAS_4:1,PAS_8:1,hole:1	HisKA,PAS_4,PAS_8,hole
GCF_000008665.1	GCF_000008665	WP_081423272.1	GCF_000008665.1-AF_RS08245	hk	mistdb	328	PAS:7-115,<HisKA>:75-223,HATPase_c:224-325	PAS	<HisKA>:1,HATPase_c:1,PAS:1	<HisKA>,HATPase_c,PAS
GCF_000008665.1	GCF_000008665	WP_010879012.1	GCF_000008665.1-AF_RS07640	hk	mistdb	338	hole:1-223,HATPase_c:224-326	nodomain	HATPase_c:1,hole:1	HATPase_c,hole
GCF_000008665.1	GCF_000008665	WP_010878393.1	GCF_000008665.1-AF_RS04535	hk	mistdb	334	PAS_9:17-121,<HisKA>:80-228,HATPase_c:229-333	PAS_9	<HisKA>:1,HATPase_c:1,PAS_9:1	<HisKA>,HATPase_c,PAS_9
GCF_000008665.1	GCF_000008665	WP_048064305.1	GCF_000008665.1-AF_RS04470	hk	mistdb	435	PAS_3:31-114,PAS:127-168,<HisKA>:180-328,HATPase_c:329-433	PAS_3,PAS	<HisKA>:1,HATPase_c:1,PAS:1,PAS_3:1	<HisKA>,HATPase_c,PAS,PAS_3
GCF_000008665.1	GCF_000008665	WP_010878680.1	GCF_000008665.1-AF_RS06000	hk	mistdb	456	PAS:6-114,PAS_9:140-241,<HisKA>:202-350,HATPase_c:351-453	PAS,PAS_9	<HisKA>:1,HATPase_c:1,PAS:1,PAS_9:1	<HisKA>,HATPase_c,PAS,PAS_9
GCF_000008665.1	GCF_000008665	WP_052270472.1	GCF_000008665.1-AF_RS12380	hk	mistdb	546	hole:1-112,PAS_9:113-212,PAS_3:246-330,<HisKA>:293-441,HATPase_c:442-545	PAS_9,PAS_3	<HisKA>:1,HATPase_c:1,PAS_3:1,PAS_9:1,hole:1	<HisKA>,HATPase_c,PAS_3,PAS_9,hole
GCF_000008665.1	GCF_000008665	WP_010877957.1	GCF_000008665.1-AF_RS02280	hk	mistdb	329	PAS:7-115,<HisKA>:73-221,HATPase_c:222-326	PAS	<HisKA>:1,HATPase_c:1,PAS:1	<HisKA>,HATPase_c,PAS
GCF_000008665.1	GCF_000008665	WP_081423242.1	GCF_000008665.1-AF_RS12320	hk	mistdb	495	hole:1-276,SPOB_a:277-340,<HisKA>:235-383,HATPase_c:384-489	SPOB_a	<HisKA>:1,HATPase_c:1,SPOB_a:1,hole:1	<HisKA>,HATPase_c,SPOB_a,hole
GCF_000008665.1	GCF_000008665	WP_010877535.1	GCF_000008665.1-AF_RS00095	hk	mistdb	323	PAS_9:13-109,<HisKA>:71-219,HATPase_c:220-323	PAS_9	<HisKA>:1,HATPase_c:1,PAS_9:1	<HisKA>,HATPase_c,PAS_9
GCF_000009185.1	GCF_000009185	WP_011572034.1	GCF_000009185.1-HQ_RS09265	hk	mistdb	337	PAS_4:18-124,HisKA:135-196,HATPase_c:233-334	PAS_4	HATPase_c:1,HisKA:1,PAS_4:1	HATPase_c,HisKA,PAS_4
GCF_000009185.1	GCF_000009185	WP_011571319.1	GCF_000009185.1-HQ_RS14555	hk	mistdb	269	hole:1-149,HATPase_c:150-256	nodomain	HATPase_c:1,hole:1	HATPase_c,hole
GCF_000009185.1	GCF_000009185	WP_011571183.1	GCF_000009185.1-HQ_RS14190	hk	mistdb	478	HisKA_4TM:11-153,PAS_4:158-267,HisKA:278-339,HATPase_c:376-476	HisKA_4TM,PAS_4	HATPase_c:1,HisKA:1,HisKA_4TM:1,PAS_4:1	HATPase_c,HisKA,HisKA_4TM,PAS_4
GCF_000009185.1	GCF_000009185	WP_011570568.1	GCF_000009185.1-HQ_RS01455	hk	mistdb	367	PAS_9:26-130,HisKA:137-200,HATPase_c:237-336	PAS_9	HATPase_c:1,HisKA:1,PAS_9:1	HATPase_c,HisKA,PAS_9
GCF_000011005.1	GCF_000011005	WP_012901526.1	GCF_000011005.1-MCP_RS14135	hk	mistdb	643	PAS_4:27-150,PAS_9:171-273,PAS_9:307-408,<HisKA>:379-527,HATPase_c:528-643	PAS_4,PAS_9,PAS_9	<HisKA>:1,HATPase_c:1,PAS_4:1,PAS_9:2	<HisKA>,HATPase_c,PAS_4,PAS_9
GCF_000011005.1	GCF_000011005	WP_012901362.1	GCF_000011005.1-MCP_RS13275	hk	mistdb	589	hole:1-189,GAF_2:190-331,HisKA:352-420,HATPase_c:466-578	GAF_2	GAF_2:1,HATPase_c:1,HisKA:1,hole:1	GAF_2,HATPase_c,HisKA,hole
GCF_000011005.1	GCF_000011005	WP_012901000.1	GCF_000011005.1-MCP_RS11405	hk	mistdb	444	GAF_2:57-201,<HisKA>:178-326,HATPase_c:327-444	GAF_2	<HisKA>:1,GAF_2:1,HATPase_c:1	<HisKA>,GAF_2,HATPase_c
GCF_000011005.1	GCF_000011005	WP_128567282.1	GCF_000011005.1-MCP_RS11225	hk	mistdb	676	HATPase_c_3:26-163	HATPase_c_3	HATPase_c_3:1	HATPase_c_3
GCF_000011005.1	GCF_000011005	WP_012900559.1	GCF_000011005.1-MCP_RS09155	hk	mistdb	900	PAS_9:48-147,PAS_3:189-274,PAS_4:298-411,PAS:421-530,PAS_3:567-654,<HisKA>:637-785,HATPase_c:786-900	PAS_9,PAS_3,PAS_4,PAS,PAS_3	<HisKA>:1,HATPase_c:1,PAS:1,PAS_3:2,PAS_4:1,PAS_9:1	<HisKA>,HATPase_c,PAS,PAS_3,PAS_4,PAS_9
GCF_000011005.1	GCF_000011005	WP_012900533.1	GCF_000011005.1-MCP_RS09025	hk	mistdb	612	hole:1-155,PAS_3:156-240,PAS_3:281-370,<HisKA>:348-496,HATPase_c:497-612	PAS_3,PAS_3	<HisKA>:1,HATPase_c:1,PAS_3:2,hole:1	<HisKA>,HATPase_c,PAS_3,hole
GCF_000011005.1	GCF_000011005	WP_012900507.1	GCF_000011005.1-MCP_RS08885	hk	mistdb	535	hole:1-192,HAMP:193-243,<HisKA>:269-417,HATPase_c:418-533	HAMP	<HisKA>:1,HAMP:1,HATPase_c:1,hole:1	<HisKA>,HAMP,HATPase_c,hole
GCF_000011005.1	GCF_000011005	WP_128860184.1	GCF_000011005.1-MCP_RS08805	hk	mistdb	54	HATPase_c:3-53	nodomain	HATPase_c:1	HATPase_c
GCF_000011005.1	GCF_000011005	WP_012900416.1	GCF_000011005.1-MCP_RS08415	hk	mistdb	389	PAS_9:35-154,<HisKA>:125-273,HATPase_c:274-389	PAS_9	<HisKA>:1,HATPase_c:1,PAS_9:1	<HisKA>,HATPase_c,PAS_9
GCF_000011005.1	GCF_000011005	WP_128860179.1	GCF_000011005.1-MCP_RS08205	hk	mistdb	420	GAF_2:35-172,<HisKA>:144-292,HATPase_c:293-408	GAF_2	<HisKA>:1,GAF_2:1,HATPase_c:1	<HisKA>,GAF_2,HATPase_c
GCF_000011005.1	GCF_000011005	WP_128859997.1	GCF_000011005.1-MCP_RS08170	hk	mistdb	707	hole:1-131,PAS_3:132-217,PAS_9:245-346,PAS_9:369-470,<HisKA>:442-590,HATPase_c:591-707	PAS_3,PAS_9,PAS_9	<HisKA>:1,HATPase_c:1,PAS_3:1,PAS_9:2,hole:1	<HisKA>,HATPase_c,PAS_3,PAS_9,hole
GCF_000011005.1	GCF_000011005	WP_012900365.1	GCF_000011005.1-MCP_RS08165	hk	mistdb	974	PAS_4:43-148,PAS_4:167-275,GAF_2:294-436,PAS_3:472-559,GAF_2:593-739,<HisKA>:711-859,HATPase_c:860-972	PAS_4,PAS_4,GAF_2,PAS_3,GAF_2	<HisKA>:1,GAF_2:2,HATPase_c:1,PAS_3:1,PAS_4:2	<HisKA>,GAF_2,HATPase_c,PAS_3,PAS_4
GCF_000011005.1	GCF_000011005	WP_012900298.1	GCF_000011005.1-MCP_RS07830	hk	mistdb	653	PAS_4:71-172,PAS_9:192-294,PAS:307-416,<HisKA>:390-538,HATPase_c:539-653	PAS_4,PAS_9,PAS	<HisKA>:1,HATPase_c:1,PAS:1,PAS_4:1,PAS_9:1	<HisKA>,HATPase_c,PAS,PAS_4,PAS_9
GCF_000011005.1	GCF_000011005	WP_012900297.1	GCF_000011005.1-MCP_RS07825	hk	mistdb	747	GAF_2:58-205,PAS_3:247-336,PAS_3:415-501,<HisKA>:483-631,HATPase_c:632-747	GAF_2,PAS_3,PAS_3	<HisKA>:1,GAF_2:1,HATPase_c:1,PAS_3:2	<HisKA>,GAF_2,HATPase_c,PAS_3
GCF_000011005.1	GCF_000011005	WP_012900295.1	GCF_000011005.1-MCP_RS07815	hk	mistdb	657	PAS_9:22-127,PAS:141-255,PAS_8:309-376,<HisKA>:392-540,HATPase_c:541-655	PAS_9,PAS,PAS_8	<HisKA>:1,HATPase_c:1,PAS:1,PAS_8:1,PAS_9:1	<HisKA>,HATPase_c,PAS,PAS_8,PAS_9
GCF_000011005.1	GCF_000011005	WP_158301465.1	GCF_000011005.1-MCP_RS07810	hk	mistdb	659	PAS_3:77-165,PAS:184-294,PAS_3:331-409,<HisKA>:395-543,HATPase_c:544-658	PAS_3,PAS,PAS_3	<HisKA>:1,HATPase_c:1,PAS:1,PAS_3:2	<HisKA>,HATPase_c,PAS,PAS_3
GCF_000011005.1	GCF_000011005	WP_128567091.1	GCF_000011005.1-MCP_RS07280	hk	mistdb	505	PAS_4:46-145,PAS_9:164-263,<HisKA>:240-388,HATPase_c:389-504	PAS_4,PAS_9	<HisKA>:1,HATPase_c:1,PAS_4:1,PAS_9:1	<HisKA>,HATPase_c,PAS_4,PAS_9
GCF_000011005.1	GCF_000011005	WP_012900177.1	GCF_000011005.1-MCP_RS07195	hk	mistdb	436	GAF_2:58-197,<HisKA>:175-323,HATPase_c:324-435	GAF_2	<HisKA>:1,GAF_2:1,HATPase_c:1	<HisKA>,GAF_2,HATPase_c
GCF_000011005.1	GCF_000011005	WP_012900164.1	GCF_000011005.1-MCP_RS07130	hk	mistdb	545	PAS_9:28-140,PAS:192-302,<HisKA>:283-431,HATPase_c:432-545	PAS_9,PAS	<HisKA>:1,HATPase_c:1,PAS:1,PAS_9:1	<HisKA>,HATPase_c,PAS,PAS_9
GCF_000011005.1	GCF_000011005	WP_012900139.1	GCF_000011005.1-MCP_RS07005	hk	mistdb	725	dCache_1:33-265,hole:266-390,PAS_3:391-480,<HisKA>:459-607,HATPase_c:608-724	dCache_1,PAS_3	<HisKA>:1,HATPase_c:1,PAS_3:1,dCache_1:1,hole:1	<HisKA>,HATPase_c,PAS_3,dCache_1,hole
GCF_000011005.1	GCF_000011005	WP_012900138.1	GCF_000011005.1-MCP_RS07000	hk	mistdb	527	PAS_3:71-156,PAS_4:180-293,<HisKA>:263-411,HATPase_c:412-527	PAS_3,PAS_4	<HisKA>:1,HATPase_c:1,PAS_3:1,PAS_4:1	<HisKA>,HATPase_c,PAS_3,PAS_4
GCF_000011005.1	GCF_000011005	WP_012900948.1	GCF_000011005.1-MCP_RS11145	hk	mistdb	502	PAS_9:36-138,PAS_3:173-260,<HisKA>:239-387,HATPase_c:388-502	PAS_9,PAS_3	<HisKA>:1,HATPase_c:1,PAS_3:1,PAS_9:1	<HisKA>,HATPase_c,PAS_3,PAS_9
GCF_000011005.1	GCF_000011005	WP_128567185.1	GCF_000011005.1-MCP_RS11130	hk	mistdb	815	PAS_4:64-176,PAS_4:192-307,PAS_9:345-455,PAS_4:474-583,<HisKA>:553-701,HATPase_c:702-813	PAS_4,PAS_4,PAS_9,PAS_4	<HisKA>:1,HATPase_c:1,PAS_4:3,PAS_9:1	<HisKA>,HATPase_c,PAS_4,PAS_9
GCF_000011005.1	GCF_000011005	WP_012900944.1	GCF_000011005.1-MCP_RS11125	hk	mistdb	602	PAS_3:28-115,PAS_4:139-241,PAS_9:261-364,<HisKA>:337-485,HATPase_c:486-600	PAS_3,PAS_4,PAS_9	<HisKA>:1,HATPase_c:1,PAS_3:1,PAS_4:1,PAS_9:1	<HisKA>,HATPase_c,PAS_3,PAS_4,PAS_9
GCF_000011005.1	GCF_000011005	WP_012900943.1	GCF_000011005.1-MCP_RS11120	hk	mistdb	635	PAS_9:35-136,PAS_3:172-260,PAS_3:300-389,<HisKA>:371-519,HATPase_c:520-633	PAS_9,PAS_3,PAS_3	<HisKA>:1,HATPase_c:1,PAS_3:2,PAS_9:1	<HisKA>,HATPase_c,PAS_3,PAS_9
GCF_000011005.1	GCF_000011005	WP_128860044.1	GCF_000011005.1-MCP_RS11100	hk	mistdb	627	hole:1-285,PAS_9:286-390,<HisKA>:363-511,HATPase_c:512-626	PAS_9	<HisKA>:1,HATPase_c:1,PAS_9:1,hole:1	<HisKA>,HATPase_c,PAS_9,hole
GCF_000011005.1	GCF_000011005	WP_128567182.1	GCF_000011005.1-MCP_RS11095	hk	mistdb	530	PAS_4:26-137,PAS_9:175-285,<HisKA>:262-410,HATPase_c:411-527	PAS_4,PAS_9	<HisKA>:1,HATPase_c:1,PAS_4:1,PAS_9:1	<HisKA>,HATPase_c,PAS_4,PAS_9
GCF_000011005.1	GCF_000011005	WP_012900814.1	GCF_000011005.1-MCP_RS10485	hk	mistdb	471	hole:1-114,PAS:115-231,<HisKA>:205-353,HATPase_c:354-470	PAS	<HisKA>:1,HATPase_c:1,PAS:1,hole:1	<HisKA>,HATPase_c,PAS,hole
GCF_000011005.1	GCF_000011005	WP_128567146.1	GCF_000011005.1-MCP_RS09645	hk	mistdb	506	PAS_9:49-147,PAS_4:166-268,<HisKA>:242-390,HATPase_c:391-505	PAS_9,PAS_4	<HisKA>:1,HATPase_c:1,PAS_4:1,PAS_9:1	<HisKA>,HATPase_c,PAS_4,PAS_9
